lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,label
0.0800781249998045,0.06030273437485278,0.02026367187495053,0.010253906249974966,0.005126953124987483,0.0036621093749910592,0.0034179687499916555,0.004638671874988675,0.0024414062499940395,0.0058593749999856955,0.0041503906249898675,0.004882812499988079,0.006591796874983907,0.008544921874979138,0.004394531249989272,0.007080078124982715,0.0031738281249922514,0.005126953124987483,0.0026855468749934436,0.0039062499999904634,0.0029296874999928477,0.009033203124977946,0.019287109374952913,0.042724609374895695,0.06738281249983549,0.6120605468735058,wood
0.09765624999976158,0.05126953124987483,0.029785156249927284,0.015624999999961853,0.011230468749972583,0.011474609374971986,0.006835937499983311,0.006591796874983907,0.006591796874983907,0.005126953124987483,0.007080078124982715,0.004638671874988675,0.0031738281249922514,0.004638671874988675,0.005126953124987483,0.005126953124987483,0.0029296874999928477,0.0073242187499821185,0.0024414062499940395,0.005126953124987483,0.007568359374981523,0.0073242187499821185,0.017089843749958276,0.04125976562489927,0.08203124999979973,0.5549316406236452,wood
0.10034179687475503,0.06494140624984146,0.020019531249951126,0.0058593749999856955,0.0034179687499916555,0.0026855468749934436,0.0012207031249970197,0.0017089843749958278,0.0014648437499964239,0.0007324218749982119,0.002197265624994636,0.0009765624999976158,0.0017089843749958278,0.004882812499988079,0.0024414062499940395,0.004638671874988675,0.0019531249999952317,0.007080078124982715,0.0017089843749958278,0.002197265624994636,0.0026855468749934436,0.007812499999980927,0.01049804687497437,0.045898437499887944,0.08349609374979615,0.6174316406234927,wood
0.08935546874978186,0.06396484374984383,0.019531249999952316,0.00805664062498033,0.005371093749986887,0.0031738281249922514,0.0029296874999928477,0.002197265624994636,0.004394531249989272,0.0029296874999928477,0.0026855468749934436,0.0031738281249922514,0.0058593749999856955,0.008789062499978543,0.007568359374981523,0.0034179687499916555,0.0029296874999928477,0.005371093749986887,0.0012207031249970197,0.002197265624994636,0.0036621093749910592,0.006103515624985099,0.009521484374976755,0.0429687499998951,0.07885742187480747,0.6137695312485015,wood
0.10278320312474906,0.07055664062482775,0.020751953124949336,0.0058593749999856955,0.0029296874999928477,0.0024414062499940395,0.0009765624999976158,0.0012207031249970197,0.00024414062499940396,0.0004882812499988079,0.0009765624999976158,0.0024414062499940395,0.0029296874999928477,0.005126953124987483,0.0019531249999952317,0.005126953124987483,0.0024414062499940395,0.006103515624985099,0.0009765624999976158,0.0014648437499964239,0.0029296874999928477,0.006347656249984503,0.012695312499969006,0.04638671874988675,0.08569335937479079,0.6081542968735153,wood
0.10986328124973178,0.06616210937483848,0.018798828124954106,0.006103515624985099,0.004638671874988675,0.002197265624994636,0.0012207031249970197,0.0007324218749982119,0.0007324218749982119,0.0019531249999952317,0.0026855468749934436,0.0017089843749958278,0.002197265624994636,0.004394531249989272,0.0031738281249922514,0.005126953124987483,0.0036621093749910592,0.009033203124977946,0.0014648437499964239,0.0026855468749934436,0.0039062499999904634,0.006347656249984503,0.015869140624961257,0.05224609374987245,0.08398437499979496,0.5891113281235617,wood
0.07202148437482417,0.06884765624983191,0.024414062499940395,0.010986328124973178,0.007080078124982715,0.0031738281249922514,0.0041503906249898675,0.0034179687499916555,0.0026855468749934436,0.004394531249989272,0.006103515624985099,0.0058593749999856955,0.007568359374981523,0.010986328124973178,0.004394531249989272,0.0041503906249898675,0.0029296874999928477,0.006835937499983311,0.0017089843749958278,0.004394531249989272,0.0041503906249898675,0.009765624999976158,0.015136718749963045,0.04858398437488139,0.060058593749853374,0.6062011718735201,wood
0.07885742187480747,0.06274414062484682,0.02416992187494099,0.011474609374971986,0.005615234374986291,0.004394531249989272,0.006103515624985099,0.0041503906249898675,0.0024414062499940395,0.0034179687499916555,0.004394531249989272,0.005615234374986291,0.0026855468749934436,0.006103515624985099,0.0029296874999928477,0.0041503906249898675,0.0026855468749934436,0.009521484374976755,0.002197265624994636,0.0019531249999952317,0.005371093749986887,0.011962890624970794,0.01733398437495768,0.04077148437490046,0.07006835937482894,0.6088867187485135,wood
0.07055664062482775,0.05981445312485397,0.01977539062495172,0.012207031249970197,0.006835937499983311,0.004882812499988079,0.0031738281249922514,0.0041503906249898675,0.0041503906249898675,0.005615234374986291,0.004882812499988079,0.0058593749999856955,0.013671874999966622,0.012451171874969602,0.008300781249979735,0.005371093749986887,0.004882812499988079,0.005615234374986291,0.0039062499999904634,0.0041503906249898675,0.006103515624985099,0.008789062499978543,0.01782226562495649,0.04711914062488497,0.0493164062498796,0.6105957031235093,wood
0.0744628906248182,0.050292968749877216,0.02392578124994159,0.011230468749972583,0.009033203124977946,0.006347656249984503,0.004882812499988079,0.0039062499999904634,0.005615234374986291,0.005126953124987483,0.0058593749999856955,0.007812499999980927,0.006835937499983311,0.011230468749972583,0.006347656249984503,0.0031738281249922514,0.005615234374986291,0.00805664062498033,0.0034179687499916555,0.005615234374986291,0.008544921874979138,0.005126953124987483,0.013916015624966025,0.04370117187489331,0.05981445312485397,0.6101074218735105,wood
0.061767578124849204,0.04467773437489093,0.01538085937496245,0.013183593749967814,0.009521484374976755,0.007080078124982715,0.00927734374997735,0.01049804687497437,0.012451171874969602,0.010009765624975563,0.013916015624966025,0.01293945312496841,0.016357421874960067,0.02221679687494576,0.00805664062498033,0.010742187499973774,0.009521484374976755,0.0073242187499821185,0.004882812499988079,0.007568359374981523,0.006103515624985099,0.007080078124982715,0.011474609374971986,0.037841796874907616,0.047607421874883774,0.5825195312485778,wood
0.05810546874985814,0.05786132812485874,0.022460937499945165,0.012451171874969602,0.00927734374997735,0.007812499999980927,0.006103515624985099,0.006103515624985099,0.004638671874988675,0.008300781249979735,0.007812499999980927,0.009521484374976755,0.011474609374971986,0.011718749999971391,0.006347656249984503,0.00927734374997735,0.0041503906249898675,0.0073242187499821185,0.0029296874999928477,0.007080078124982715,0.0031738281249922514,0.008544921874979138,0.01416015624996543,0.04125976562489927,0.044189453124892114,0.6179199218734914,wood
0.06958007812483012,0.05126953124987483,0.023193359374943375,0.01049804687497437,0.007080078124982715,0.006347656249984503,0.005371093749986887,0.007812499999980927,0.0039062499999904634,0.008300781249979735,0.009033203124977946,0.010253906249974966,0.01293945312496841,0.014892578124963642,0.005615234374986291,0.005126953124987483,0.005371093749986887,0.006103515624985099,0.0031738281249922514,0.0031738281249922514,0.008544921874979138,0.01049804687497437,0.012695312499969006,0.042724609374895695,0.05078124999987602,0.6057128906235212,wood
0.07373046874981999,0.0554199218748647,0.023193359374943375,0.011474609374971986,0.007080078124982715,0.005371093749986887,0.0031738281249922514,0.004638671874988675,0.005371093749986887,0.0034179687499916555,0.0058593749999856955,0.005371093749986887,0.007080078124982715,0.007568359374981523,0.006835937499983311,0.004882812499988079,0.005371093749986887,0.006835937499983311,0.002197265624994636,0.004882812499988079,0.0058593749999856955,0.005615234374986291,0.010986328124973178,0.05151367187487423,0.05712890624986053,0.6191406249984884,wood
0.07031249999982835,0.046630859374886154,0.024414062499940395,0.018066406249955893,0.013916015624966025,0.01416015624996543,0.006103515624985099,0.008300781249979735,0.0073242187499821185,0.005615234374986291,0.0041503906249898675,0.0073242187499821185,0.008789062499978543,0.013671874999966622,0.005371093749986887,0.00927734374997735,0.0036621093749910592,0.009521484374976755,0.0034179687499916555,0.004638671874988675,0.004638671874988675,0.008300781249979735,0.01416015624996543,0.041015624999899865,0.05224609374987245,0.5949707031235475,wood
0.0739746093748194,0.05371093749986887,0.018798828124954106,0.013671874999966622,0.009033203124977946,0.0058593749999856955,0.0024414062499940395,0.0029296874999928477,0.0041503906249898675,0.004394531249989272,0.0024414062499940395,0.0029296874999928477,0.005126953124987483,0.006835937499983311,0.0034179687499916555,0.005615234374986291,0.0026855468749934436,0.005615234374986291,0.0024414062499940395,0.0029296874999928477,0.0039062499999904634,0.007080078124982715,0.014404296874964834,0.04199218749989748,0.06738281249983549,0.6362304687484467,wood
0.08984374999978066,0.05712890624986053,0.02221679687494576,0.006591796874983907,0.004394531249989272,0.002197265624994636,0.0026855468749934436,0.002197265624994636,0.0017089843749958278,0.0019531249999952317,0.0026855468749934436,0.002197265624994636,0.0041503906249898675,0.004394531249989272,0.0031738281249922514,0.0058593749999856955,0.0019531249999952317,0.008544921874979138,0.0019531249999952317,0.0039062499999904634,0.0031738281249922514,0.006347656249984503,0.014648437499964237,0.04736328124988437,0.07470703124981762,0.6240234374984766,wood
0.041748046874898075,0.04711914062488497,0.02392578124994159,0.018798828124954106,0.014892578124963642,0.012451171874969602,0.011718749999971391,0.013671874999966622,0.012695312499969006,0.012695312499969006,0.010742187499973774,0.011718749999971391,0.01293945312496841,0.016845703124958873,0.0073242187499821185,0.010009765624975563,0.006835937499983311,0.0073242187499821185,0.006103515624985099,0.00927734374997735,0.006591796874983907,0.008300781249979735,0.013427734374967217,0.036865234374909996,0.04223632812489689,0.5837402343735749,wood
0.07666015624981284,0.049560546874879007,0.028076171874931454,0.017578124999957086,0.010009765624975563,0.0024414062499940395,0.004394531249989272,0.005371093749986887,0.005615234374986291,0.0041503906249898675,0.006591796874983907,0.0073242187499821185,0.006347656249984503,0.009765624999976158,0.004638671874988675,0.005126953124987483,0.0024414062499940395,0.005371093749986887,0.0014648437499964239,0.0019531249999952317,0.0019531249999952317,0.0036621093749910592,0.006103515624985099,0.03417968749991655,0.08422851562479437,0.6149902343734985,wood
0.08349609374979615,0.052734374999871256,0.020751953124949336,0.01049804687497437,0.006591796874983907,0.0041503906249898675,0.0034179687499916555,0.0041503906249898675,0.0031738281249922514,0.0036621093749910592,0.0029296874999928477,0.0058593749999856955,0.004882812499988079,0.008789062499978543,0.005615234374986291,0.006591796874983907,0.006591796874983907,0.006835937499983311,0.0041503906249898675,0.004394531249989272,0.004638671874988675,0.006103515624985099,0.011962890624970794,0.04394531249989271,0.06933593749983072,0.6147460937484992,wood
0.08740234374978662,0.057617187499859335,0.0185546874999547,0.00805664062498033,0.0041503906249898675,0.0014648437499964239,0.0026855468749934436,0.0041503906249898675,0.0026855468749934436,0.0036621093749910592,0.0039062499999904634,0.004638671874988675,0.007812499999980927,0.00927734374997735,0.005126953124987483,0.0058593749999856955,0.0026855468749934436,0.006591796874983907,0.0029296874999928477,0.0036621093749910592,0.0036621093749910592,0.007812499999980927,0.013671874999966622,0.04248046874989629,0.06494140624984146,0.6245117187484753,wood
0.0676269531248349,0.04785156249988318,0.0246582031249398,0.014404296874964834,0.010986328124973178,0.008789062499978543,0.009765624999976158,0.01049804687497437,0.009765624999976158,0.009765624999976158,0.009033203124977946,0.011962890624970794,0.018798828124954106,0.017578124999957086,0.006591796874983907,0.008300781249979735,0.006591796874983907,0.013427734374967217,0.006103515624985099,0.004638671874988675,0.007080078124982715,0.009765624999976158,0.01416015624996543,0.03808593749990702,0.05126953124987483,0.5624999999986268,wood
0.0739746093748194,0.05981445312485397,0.024902343749939205,0.010009765624975563,0.007080078124982715,0.005615234374986291,0.004638671874988675,0.005371093749986887,0.004882812499988079,0.0039062499999904634,0.0041503906249898675,0.005371093749986887,0.004638671874988675,0.012695312499969006,0.004638671874988675,0.005615234374986291,0.0041503906249898675,0.006591796874983907,0.0026855468749934436,0.0041503906249898675,0.004394531249989272,0.012207031249970197,0.01416015624996543,0.03881835937490523,0.06494140624984146,0.6105957031235093,wood
0.06347656249984503,0.046874999999885564,0.020751953124949336,0.012451171874969602,0.00927734374997735,0.009033203124977946,0.006591796874983907,0.006347656249984503,0.0073242187499821185,0.0058593749999856955,0.009521484374976755,0.010253906249974966,0.008789062499978543,0.012207031249970197,0.010009765624975563,0.008789062499978543,0.005615234374986291,0.010253906249974966,0.0036621093749910592,0.004882812499988079,0.005126953124987483,0.0058593749999856955,0.01049804687497437,0.03393554687491715,0.058349609374857545,0.6142578124985003,wood
0.07812499999980926,0.051025390624875426,0.022949218749943972,0.010253906249974966,0.006591796874983907,0.004638671874988675,0.0034179687499916555,0.006103515624985099,0.004882812499988079,0.004882812499988079,0.004394531249989272,0.007568359374981523,0.00805664062498033,0.010009765624975563,0.006835937499983311,0.007568359374981523,0.005126953124987483,0.007568359374981523,0.0017089843749958278,0.0031738281249922514,0.004638671874988675,0.0073242187499821185,0.011718749999971391,0.03637695312491119,0.06567382812483967,0.6193847656234879,wood
0.0556640624998641,0.04467773437489093,0.019531249999952316,0.011230468749972583,0.007568359374981523,0.009765624999976158,0.01049804687497437,0.011474609374971986,0.00927734374997735,0.010253906249974966,0.014404296874964834,0.013427734374967217,0.01904296874995351,0.0185546874999547,0.00927734374997735,0.010009765624975563,0.0073242187499821185,0.007080078124982715,0.006103515624985099,0.0073242187499821185,0.0058593749999856955,0.006835937499983311,0.008789062499978543,0.03491210937491477,0.04125976562489927,0.5998535156235355,wood
0.06518554687484086,0.04003906249990225,0.017578124999957086,0.011962890624970794,0.00805664062498033,0.00805664062498033,0.011474609374971986,0.008300781249979735,0.01611328124996066,0.01293945312496841,0.009521484374976755,0.010009765624975563,0.014892578124963642,0.01611328124996066,0.008789062499978543,0.011474609374971986,0.006103515624985099,0.0058593749999856955,0.0058593749999856955,0.008544921874979138,0.004394531249989272,0.00805664062498033,0.011474609374971986,0.03881835937490523,0.047607421874883774,0.5927734374985528,wood
0.07885742187480747,0.058349609374857545,0.017578124999957086,0.01049804687497437,0.007568359374981523,0.004394531249989272,0.0029296874999928477,0.004394531249989272,0.004882812499988079,0.005371093749986887,0.006347656249984503,0.005371093749986887,0.006591796874983907,0.01049804687497437,0.005126953124987483,0.006591796874983907,0.0031738281249922514,0.006591796874983907,0.0012207031249970197,0.005126953124987483,0.0024414062499940395,0.0073242187499821185,0.012695312499969006,0.039306640624904035,0.07275390624982238,0.614013671873501,wood
0.07080078124982715,0.04492187499989033,0.021240234374948146,0.010009765624975563,0.010253906249974966,0.005371093749986887,0.009765624999976158,0.011718749999971391,0.008300781249979735,0.01049804687497437,0.00927734374997735,0.01049804687497437,0.011230468749972583,0.015869140624961257,0.00805664062498033,0.009033203124977946,0.004638671874988675,0.006347656249984503,0.004394531249989272,0.006835937499983311,0.006103515624985099,0.007812499999980927,0.01293945312496841,0.041015624999899865,0.05712890624986053,0.5859374999985695,wood
0.07910156249980688,0.05322265624987006,0.021972656249946355,0.010253906249974966,0.006591796874983907,0.005371093749986887,0.0041503906249898675,0.0029296874999928477,0.0031738281249922514,0.0019531249999952317,0.0034179687499916555,0.0041503906249898675,0.008544921874979138,0.008544921874979138,0.007568359374981523,0.00805664062498033,0.0039062499999904634,0.007568359374981523,0.0029296874999928477,0.004638671874988675,0.0039062499999904634,0.009033203124977946,0.013427734374967217,0.04443359374989152,0.05908203124985576,0.6220703124984813,wood
0.07861328124980807,0.061767578124849204,0.021240234374948146,0.007812499999980927,0.00805664062498033,0.004394531249989272,0.0036621093749910592,0.005615234374986291,0.0039062499999904634,0.0041503906249898675,0.0039062499999904634,0.004638671874988675,0.006103515624985099,0.006103515624985099,0.0036621093749910592,0.004638671874988675,0.0036621093749910592,0.00805664062498033,0.0029296874999928477,0.0034179687499916555,0.0031738281249922514,0.011474609374971986,0.013916015624966025,0.04052734374990106,0.06689453124983669,0.617675781248492,wood
0.07543945312481583,0.0556640624998641,0.028564453124930264,0.013671874999966622,0.010742187499973774,0.006103515624985099,0.007812499999980927,0.005371093749986887,0.006103515624985099,0.008300781249979735,0.006347656249984503,0.011962890624970794,0.007080078124982715,0.01293945312496841,0.008544921874979138,0.006835937499983311,0.006347656249984503,0.0073242187499821185,0.0026855468749934436,0.004882812499988079,0.005371093749986887,0.0073242187499821185,0.01660156249995947,0.05151367187487423,0.05615234374986291,0.5703124999986077,wood
0.07031249999982835,0.04223632812489689,0.02416992187494099,0.01733398437495768,0.01538085937496245,0.017089843749958276,0.01660156249995947,0.014404296874964834,0.012207031249970197,0.015869140624961257,0.017089843749958276,0.011962890624970794,0.012695312499969006,0.014404296874964834,0.008300781249979735,0.007812499999980927,0.0034179687499916555,0.006835937499983311,0.002197265624994636,0.0036621093749910592,0.0036621093749910592,0.006347656249984503,0.013916015624966025,0.04003906249990225,0.07202148437482417,0.530029296873706,wood
0.046874999999885564,0.03759765624990821,0.023193359374943375,0.012695312499969006,0.011474609374971986,0.01049804687497437,0.011718749999971391,0.011718749999971391,0.017089843749958276,0.022949218749943972,0.020507812499949932,0.0246582031249398,0.02148437499994755,0.02221679687494576,0.012207031249970197,0.01611328124996066,0.006103515624985099,0.006103515624985099,0.004638671874988675,0.004638671874988675,0.0031738281249922514,0.009521484374976755,0.010986328124973178,0.03466796874991536,0.039306640624904035,0.5578613281236381,wood
0.046874999999885564,0.03906249999990463,0.02026367187495053,0.01538085937496245,0.011230468749972583,0.011474609374971986,0.00805664062498033,0.01538085937496245,0.013183593749967814,0.011474609374971986,0.014648437499964237,0.017578124999957086,0.016357421874960067,0.017578124999957086,0.011718749999971391,0.00805664062498033,0.010742187499973774,0.011962890624970794,0.0019531249999952317,0.0058593749999856955,0.0041503906249898675,0.007568359374981523,0.015869140624961257,0.036865234374909996,0.0371093749999094,0.5895996093735606,wood
0.07324218749982118,0.05981445312485397,0.022949218749943972,0.013427734374967217,0.006347656249984503,0.007080078124982715,0.005615234374986291,0.006103515624985099,0.005615234374986291,0.0058593749999856955,0.005615234374986291,0.009033203124977946,0.006835937499983311,0.010009765624975563,0.007080078124982715,0.005615234374986291,0.005615234374986291,0.007568359374981523,0.0041503906249898675,0.0041503906249898675,0.0073242187499821185,0.008544921874979138,0.016357421874960067,0.049560546874879007,0.05957031249985457,0.5869140624985671,wood
0.07666015624981284,0.05786132812485874,0.01904296874995351,0.007568359374981523,0.004882812499988079,0.004394531249989272,0.005615234374986291,0.0029296874999928477,0.0041503906249898675,0.006347656249984503,0.005615234374986291,0.006835937499983311,0.005615234374986291,0.010009765624975563,0.006591796874983907,0.005126953124987483,0.006591796874983907,0.004882812499988079,0.0029296874999928477,0.004394531249989272,0.004882812499988079,0.006835937499983311,0.011230468749972583,0.036865234374909996,0.06542968749984027,0.62670898437347,wood
0.10156249999975205,0.06298828124984622,0.020507812499949932,0.0058593749999856955,0.0024414062499940395,0.0009765624999976158,0.0009765624999976158,0.0012207031249970197,0.00024414062499940396,0.0004882812499988079,0.0014648437499964239,0.0009765624999976158,0.004882812499988079,0.006347656249984503,0.0039062499999904634,0.0039062499999904634,0.0029296874999928477,0.006591796874983907,0.0009765624999976158,0.0014648437499964239,0.0039062499999904634,0.007568359374981523,0.011962890624970794,0.04907226562488019,0.07788085937480986,0.618896484373489,wood
0.10571289062474191,0.06274414062484682,0.0185546874999547,0.005126953124987483,0.004882812499988079,0.0017089843749958278,0.0009765624999976158,0.0009765624999976158,0.0009765624999976158,0.0,0.0014648437499964239,0.0012207031249970197,0.0036621093749910592,0.005126953124987483,0.0039062499999904634,0.005126953124987483,0.0026855468749934436,0.008300781249979735,0.0019531249999952317,0.0034179687499916555,0.004394531249989272,0.00805664062498033,0.015136718749963045,0.04443359374989152,0.07714843749981165,0.6123046874985051,wood
0.10644531249974012,0.06909179687483132,0.01416015624996543,0.006103515624985099,0.004882812499988079,0.0019531249999952317,0.0019531249999952317,0.0012207031249970197,0.0007324218749982119,0.0019531249999952317,0.0014648437499964239,0.002197265624994636,0.0026855468749934436,0.005126953124987483,0.005126953124987483,0.004882812499988079,0.0026855468749934436,0.005371093749986887,0.0014648437499964239,0.0024414062499940395,0.004882812499988079,0.005615234374986291,0.011718749999971391,0.051025390624875426,0.07910156249980688,0.6057128906235212,wood
0.07739257812481105,0.05175781249987364,0.01977539062495172,0.008544921874979138,0.005371093749986887,0.005371093749986887,0.0041503906249898675,0.005615234374986291,0.004882812499988079,0.006347656249984503,0.0034179687499916555,0.0039062499999904634,0.004638671874988675,0.0058593749999856955,0.0034179687499916555,0.0039062499999904634,0.004638671874988675,0.013671874999966622,0.0036621093749910592,0.0058593749999856955,0.0039062499999904634,0.008544921874979138,0.01538085937496245,0.03662109374991059,0.05175781249987364,0.6416015624984336,wood
0.06909179687483132,0.04003906249990225,0.02099609374994874,0.012695312499969006,0.008544921874979138,0.006591796874983907,0.009765624999976158,0.00927734374997735,0.01049804687497437,0.008789062499978543,0.008789062499978543,0.011230468749972583,0.015869140624961257,0.015136718749963045,0.007812499999980927,0.007812499999980927,0.005126953124987483,0.006835937499983311,0.002197265624994636,0.004394531249989272,0.006591796874983907,0.007568359374981523,0.00927734374997735,0.03906249999990463,0.05126953124987483,0.6047363281235236,wood
0.04077148437490046,0.04638671874988675,0.021972656249946355,0.012695312499969006,0.012207031249970197,0.01293945312496841,0.009521484374976755,0.010253906249974966,0.015136718749963045,0.016845703124958873,0.020019531249951126,0.021728515624946952,0.023437499999942782,0.0185546874999547,0.013427734374967217,0.012451171874969602,0.009033203124977946,0.009033203124977946,0.007080078124982715,0.004394531249989272,0.0039062499999904634,0.00927734374997735,0.012207031249970197,0.03393554687491715,0.037841796874907616,0.5649414062486208,wood
0.07226562499982357,0.05126953124987483,0.014404296874964834,0.011474609374971986,0.006347656249984503,0.0058593749999856955,0.0031738281249922514,0.008300781249979735,0.007812499999980927,0.005615234374986291,0.009765624999976158,0.010009765624975563,0.008789062499978543,0.01293945312496841,0.006835937499983311,0.008300781249979735,0.006835937499983311,0.006347656249984503,0.0029296874999928477,0.004882812499988079,0.0026855468749934436,0.0058593749999856955,0.010742187499973774,0.03979492187490285,0.060791015624851584,0.6159667968734962,wood
0.04370117187489331,0.038574218749905825,0.015869140624961257,0.011718749999971391,0.013916015624966025,0.008789062499978543,0.014404296874964834,0.018066406249955893,0.01977539062495172,0.01660156249995947,0.016357421874960067,0.01904296874995351,0.022949218749943972,0.0185546874999547,0.012451171874969602,0.006103515624985099,0.005615234374986291,0.0058593749999856955,0.0026855468749934436,0.0058593749999856955,0.0031738281249922514,0.007812499999980927,0.012451171874969602,0.042724609374895695,0.040283203124901655,0.5766601562485921,wood
0.086425781249789,0.060058593749853374,0.019287109374952913,0.01049804687497437,0.004638671874988675,0.004882812499988079,0.0026855468749934436,0.0026855468749934436,0.0041503906249898675,0.0034179687499916555,0.004394531249989272,0.004882812499988079,0.005126953124987483,0.009521484374976755,0.005615234374986291,0.0073242187499821185,0.0031738281249922514,0.008300781249979735,0.0029296874999928477,0.0041503906249898675,0.0026855468749934436,0.006103515624985099,0.015136718749963045,0.04394531249989271,0.06958007812483012,0.6083984374985146,wood
0.05249023437487185,0.043457031249893904,0.028076171874931454,0.01416015624996543,0.012207031249970197,0.011718749999971391,0.01416015624996543,0.011718749999971391,0.013671874999966622,0.011474609374971986,0.01538085937496245,0.016357421874960067,0.013183593749967814,0.01660156249995947,0.00805664062498033,0.01293945312496841,0.007080078124982715,0.007568359374981523,0.0041503906249898675,0.005371093749986887,0.004394531249989272,0.005615234374986291,0.009765624999976158,0.04736328124988437,0.037841796874907616,0.5751953124985957,wood
0.050292968749877216,0.03759765624990821,0.02392578124994159,0.012451171874969602,0.013916015624966025,0.01293945312496841,0.012207031249970197,0.009521484374976755,0.014404296874964834,0.012695312499969006,0.010986328124973178,0.011718749999971391,0.013427734374967217,0.01660156249995947,0.008544921874979138,0.00805664062498033,0.006835937499983311,0.01293945312496841,0.005126953124987483,0.005126953124987483,0.006347656249984503,0.009033203124977946,0.009521484374976755,0.029296874999928474,0.041015624999899865,0.6054687499985218,wood
0.08398437499979496,0.06420898437484324,0.02270507812494457,0.01049804687497437,0.0031738281249922514,0.0014648437499964239,0.0017089843749958278,0.0019531249999952317,0.0017089843749958278,0.0017089843749958278,0.0014648437499964239,0.0041503906249898675,0.0036621093749910592,0.006835937499983311,0.0012207031249970197,0.0031738281249922514,0.0026855468749934436,0.004882812499988079,0.002197265624994636,0.006347656249984503,0.0041503906249898675,0.010009765624975563,0.012695312499969006,0.05224609374987245,0.06127929687485039,0.6298828124984622,wood
0.06103515624985099,0.04052734374990106,0.015624999999961853,0.009033203124977946,0.006591796874983907,0.00927734374997735,0.009765624999976158,0.014648437499964237,0.017089843749958276,0.011230468749972583,0.015624999999961853,0.015869140624961257,0.020019531249951126,0.018798828124954106,0.012207031249970197,0.014648437499964237,0.00805664062498033,0.007080078124982715,0.006347656249984503,0.009033203124977946,0.005615234374986291,0.007568359374981523,0.00927734374997735,0.03881835937490523,0.041748046874898075,0.5744628906235976,wood
0.06689453124983669,0.05126953124987483,0.02148437499994755,0.013671874999966622,0.010009765624975563,0.006591796874983907,0.005371093749986887,0.005126953124987483,0.005126953124987483,0.0058593749999856955,0.007080078124982715,0.006835937499983311,0.007080078124982715,0.012695312499969006,0.004882812499988079,0.007812499999980927,0.004394531249989272,0.006347656249984503,0.0039062499999904634,0.006835937499983311,0.0058593749999856955,0.0073242187499821185,0.01416015624996543,0.0371093749999094,0.05297851562487066,0.6232910156234783,wood
0.10620117187474072,0.06127929687485039,0.012451171874969602,0.004394531249989272,0.002197265624994636,0.0012207031249970197,0.0012207031249970197,0.002197265624994636,0.0012207031249970197,0.0012207031249970197,0.0014648437499964239,0.0019531249999952317,0.0039062499999904634,0.006347656249984503,0.002197265624994636,0.004638671874988675,0.0024414062499940395,0.004638671874988675,0.0012207031249970197,0.0024414062499940395,0.0019531249999952317,0.005615234374986291,0.009521484374976755,0.043457031249893904,0.0800781249998045,0.6345214843734509,wood
